title,total_score,reviews_count,street,city,state,country_code,website,phone,categories,url,category_name
CARBONO CENTRO FITNESS,5,60,Av. Gral. Paz 5363,Santa Fe,Santa Fe Province,AR,https://instagram.com/carbonooficialok?utm_medium=copy_link,+54 342 447-8630,Gym,https://www.google.com/maps/search/?api=1&query=CARBONO%20CENTRO%20FITNESS&query_place_id=ChIJn0FjHvCptZUR6AoXqhB4zg4,Gym
Grün Centro de Entrenamiento,4.9,60,Pedro Ferré 2404,Santa Fe,Santa Fe Province,AR,https://instagram.com/grun.entrenamiento,+54 342 468-0332,Gym,https://www.google.com/maps/search/?api=1&query=Gr%C3%BCn%20Centro%20de%20Entrenamiento&query_place_id=ChIJzwMKL7GptZURDsOj0A5tSMw,Gym
Gefitness,4.9,59,Estanislao Zeballos 2920,Santa Fe,Santa Fe Province,AR,,+54 343 447-8093,Gym,https://www.google.com/maps/search/?api=1&query=Gefitness&query_place_id=ChIJz4Rken-ptZURS6sUZ6Eusas,Gym
21159 CF,4.9,12,Pedro de Vega 1851,S3004EMD,Santa Fe Province,AR,,+54 342 469-7444,Gym,https://www.google.com/maps/search/?api=1&query=21159%20CF&query_place_id=ChIJbYn1M6WptZURwDJBl822S1g,Gym
Gym Sapi,,,Gdor. Nicacio Oroño 656,Santa Fe,Santa Fe Province,AR,,,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Gym%20Sapi&query_place_id=ChIJH2bU2rmptZURJ9ZhCFERMw8,Gymnastics center
Whanau,5,52,San Lorenzo 1420,Santa Fe,Santa Fe Province,AR,https://www.instagram.com/whanau.cde/,+54 9 342 566-1048,Gym,https://www.google.com/maps/search/?api=1&query=Whanau&query_place_id=ChIJ7xHGgo6ptZUR676UjqePJZM,Gym
Centro Piemontés Santa Fe Asociaciòn Civil,4.1,74,3 de Febrero 3253,DEQ,Santa Fe Province,AR,https://www.facebook.com/centropiemontes.santafe/,+54 342 459-8632,Kung fu school,https://www.google.com/maps/search/?api=1&query=Centro%20Piemont%C3%A9s%20Santa%20Fe%20Asociaci%C3%B2n%20Civil&query_place_id=ChIJgemB_6qptZURnSrDf9YOHG0,Kung fu school
Centro de Alto Rendimiento Deportivo Pedro Candioti,4.4,320,,Santa Fe,Santa Fe Province,AR,,,Fitness center,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Alto%20Rendimiento%20Deportivo%20Pedro%20Candioti&query_place_id=ChIJGd3ftwKptZUR5xpPmicyC8g,Fitness center
El Establo,5,15,Azcuénaga 3162,Santo Tomé,Santa Fe Province,AR,https://www.instagram.com/elestablobox/,,Boxing gym,https://www.google.com/maps/search/?api=1&query=El%20Establo&query_place_id=ChIJFbfuUSyntZURM4Ugo0AgZyM,Boxing gym
Gimnasio C.E.A.F,5,2,Av. Lujan 3520,Santo Tomé,Santa Fe Province,AR,,,Fitness center,https://www.google.com/maps/search/?api=1&query=Gimnasio%20C.E.A.F&query_place_id=ChIJbbanPQCntZUR8Bbv_Jdvskw,Fitness center
PILATES DEL PUERTO,4.3,6,C. 1º de Enero 93,Santa Fe,Santa Fe Province,AR,http://www.pilatesdelpuerto.com.ar/,+54 342 405-1939,Pilates studio,https://www.google.com/maps/search/?api=1&query=PILATES%20DEL%20PUERTO&query_place_id=ChIJuez_RWWptZURrS7Eh6fJ_o0,Pilates studio
Sportiva,4.8,32,Av. Juan José Paso 3326,DXE,Santa Fe Province,AR,https://www.facebook.com/Sportiva.Multiespacio/,+54 342 610-7960,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Sportiva&query_place_id=ChIJK13fGACptZURbNH4kgKnL-k,Gymnastics center
Stc,,,Gdor. Iriondo 2075,Santo Tomé,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Stc&query_place_id=ChIJh9MWHX2otZURrBJmN01hKRI,Gym
Asociación Círculo Aikikai Santa Fe,5,2,Av. de Circunvalación de Sta. Fe 4264,Santa Fe,Santa Fe Province,AR,http://aikido-circulo-aikikai.negocio.site/,+54 342 536-8655,Gym,https://www.google.com/maps/search/?api=1&query=Asociaci%C3%B3n%20C%C3%ADrculo%20Aikikai%20Santa%20Fe&query_place_id=ChIJuVEIRMmptZUR-uScA5yJJN0,Gym
"Control Pilates, santo tome",5,4,San Martín 2625,Santo Tomé,Santa Fe Province,AR,,+54 342 630-3504,Gym,https://www.google.com/maps/search/?api=1&query=Control%20Pilates%2C%20santo%20tome&query_place_id=ChIJl-37FfmntZUR55V5kZrklTY,Gym
Consultorio Pro Salud,5,7,Saavedra 1843,Santo Tomé,Santa Fe Province,AR,https://www.instagram.com/prosaludok,+54 342 500-8931,Kinesiologist,https://www.google.com/maps/search/?api=1&query=Consultorio%20Pro%20Salud&query_place_id=ChIJiz_UbI-ptZURn7u48_ymRtM,Kinesiologist
Santa Fe Krav Maga Global,5,2,Urquiza 1967,FEY,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Santa%20Fe%20Krav%20Maga%20Global&query_place_id=ChIJp1SOiQyptZURV9USjn6KgsA,Gym
Academia Internacional de Yoga Swami Vivekananda,5,153,1º de Mayo 1300,Santa Fe,Santa Fe Province,AR,https://www.instagram.com/matcardenas?igsh=azd5YjdzNm5qMHY4,+54 261 694-8285,Yoga studio,https://www.google.com/maps/search/?api=1&query=Academia%20Internacional%20de%20Yoga%20Swami%20Vivekananda&query_place_id=ChIJE_QLqlOptZURi3BgW3FkgyE,Yoga studio
"Pilates Maila, estudio de pilates",5,6,"Jorge Newery, Avenida de las Banderas 1075",Sauce Viejo,Santa Fe Province,AR,,+54 9 3404 59-2563,Gym,https://www.google.com/maps/search/?api=1&query=Pilates%20Maila%2C%20estudio%20de%20pilates&query_place_id=ChIJ02FUyR-ntZURFsU4hObIfwI,Gym
Puerto Neurociencias,5,1,"1 enero 67, Oficina 0208, Torre II Complejo Amarras - Dique II Puerto de Santa Fe -, C. 1º de Enero 65",Santa Fe,Santa Fe Province,AR,,+54 342 482-7679,Neurologist,https://www.google.com/maps/search/?api=1&query=Puerto%20Neurociencias&query_place_id=ChIJF_PYPaCptZURpihvXoH91yQ,Neurologist
Shanti Yoga,4.8,11,Santiago del Estero 1741,Santo Tomé,Santa Fe Province,AR,,+54 342 449-4211,Yoga studio,https://www.google.com/maps/search/?api=1&query=Shanti%20Yoga&query_place_id=ChIJZzStkUaptZURDIGkkK83obc,Yoga studio
Centro Ámate,,,C. 63 1819,Santo Tomé,Santa Fe Province,AR,http://www.facebook.com.ar/centro.amate,+54 342 438-3096,Yoga studio,https://www.google.com/maps/search/?api=1&query=Centro%20%C3%81mate&query_place_id=ChIJV7yTGpCntZURIhp6RyLAfG4,Yoga studio
Ashtanga Yoga Shala,5,1,San Jerónimo 2066,Santa Fe,Santa Fe Province,AR,https://instagram.com/agustina.ashtanga?igshid=MzNlNGNkZWQ4Mg==,+54 342 478-5888,Yoga studio,https://www.google.com/maps/search/?api=1&query=Ashtanga%20Yoga%20Shala&query_place_id=ChIJ9Q-51m2ptZURHuhfuWml6PA,Yoga studio
Hatha Yoga,,,C. 25 1908,Sauce Viejo,Santa Fe Province,AR,,,Yoga studio,https://www.google.com/maps/search/?api=1&query=Hatha%20Yoga&query_place_id=ChIJGzqDlUCntZURwsvI4nzLcw8,Yoga studio
Imperio Fitness,5,1,Sarmiento 3155,Santo Tomé,Santa Fe Province,AR,https://www.instagram.com/imperiogym.st?igsh=dWg0c2tyYXQ4M2Fm,+54 342 427-4079,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Imperio%20Fitness&query_place_id=ChIJ3RMpGdentZURr8m5O49NcQM,Gymnastics center
El Fulbito,5,1,,,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=El%20Fulbito&query_place_id=ChIJ-7zj8nUTtZURv8EGy5GuVfA,Gym
BPM Active,4,1,Roca 1648,Venado Tuerto,Santa Fe Province,AR,,+54 9 3462 67-5460,Gym,https://www.google.com/maps/search/?api=1&query=BPM%20Active&query_place_id=ChIJm_0j5NR7yJUR3bHX2uRJnTk,Gym
Flow Pilates Yoga,4.9,22,Dante Alighieri 1263,Venado Tuerto,Santa Fe Province,AR,,+54 3462 67-7929,Gym,https://www.google.com/maps/search/?api=1&query=Flow%20Pilates%20Yoga&query_place_id=ChIJZ6XFzE97yJURxb-w72IEjMg,Gym
PARADISO,,,Lisandro de la Torre 462,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=PARADISO&query_place_id=ChIJqxVbdAB7yJUR-crC-VK_Yuc,Gym
Krafit sede Colastine,4.6,41,"Ruta 1 km 2,5",Colastine,Santa Fe Province,AR,,+54 9 342 407-8976,Gym,https://www.google.com/maps/search/?api=1&query=Krafit%20sede%20Colastine&query_place_id=ChIJhZlfKsSrtZURrEu0GbabJ5U,Gym
Gimnasio E22,4.8,94,Javier de la Rosa 142,Santa Fe,Santa Fe Province,AR,https://www.instagram.com/e22gimnasio/,+54 342 567-8907,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20E22&query_place_id=ChIJ7wQHMQurtZUR3wl5Cfm4eSw,Gym
Gimnasio C.E.F.I,4.2,47,C. Los Pinos,Santa Fe,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20C.E.F.I&query_place_id=ChIJozRVl86qtZURK-M3rE5axHY,Gym
Gimnasio Kenosis,5,3,C. Cam. Real Sta. Rosa 2594,San José del Rincón,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Kenosis&query_place_id=ChIJt_RmeQBVtJURTTbgtX4JiOU,Gym
CVGIMNASIO,5,3,,Arroyo Leyes,Santa Fe Province,AR,,+54 342 590-2294,Gymnastics center,https://www.google.com/maps/search/?api=1&query=CVGIMNASIO&query_place_id=ChIJa5ZBAan_tJURrKaGRTZx4CE,Gymnastics center
Kaizen,5,1,,Santa Fe,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Kaizen&query_place_id=ChIJX0vGXOKqtZURf0Hdly6GifA,Gym
Club policial,5,2,Los ceibos y timbo rincón Santa Fe AR,Santa Fe,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Club%20policial&query_place_id=ChIJq6lZUHGrtZUREdvAp6Z41CA,Gym
SILA - Pilates reformer,5,1,Javier de la Rosa 857,Santa Fe,Santa Fe Province,AR,https://www.instagram.com/sila.pilatesreformer?igsh=OTd1dmZ2anQwZGgx&utm_source=qr,+54 9 342 569-7820,Gym,https://www.google.com/maps/search/?api=1&query=SILA%20-%20Pilates%20reformer&query_place_id=ChIJs-KyNgABtZURZ0wdU6ioSBc,Gym
Grupo Icaro (entrenamiento al aire libre),5,4,Italia 7600,Santa Fe,Santa Fe Province,AR,https://www.instagram.com/grupo.icaro/?hl=es-la,+54 342 533-7306,Gym,https://www.google.com/maps/search/?api=1&query=Grupo%20Icaro%20(entrenamiento%20al%20aire%20libre)&query_place_id=ChIJ9wJWc2ABtZURvKiDcoWcEwY,Gym
AG Poledance Fitness,5,7,C. Los Urunday 6047,Santa Fe,Santa Fe Province,AR,https://instagram.com/ag.poledance?utm_source=qr&igshid=ZDc4ODBmNjlmNQ%3D%3D,+54 342 517-2026,Gym,https://www.google.com/maps/search/?api=1&query=AG%20Poledance%20Fitness&query_place_id=ChIJqXdYUX-rtZUR0ZyTs3d5HGc,Gym
Academia Shumitto.,4.6,46,C. de los Grillos 2592,Santa Fe,Santa Fe Province,AR,,+54 342 405-4121,Gym,https://www.google.com/maps/search/?api=1&query=Academia%20Shumitto.&query_place_id=ChIJT91JLMuqtZURoyu71LAYqgI,Gym
Estudio Pilates & Dance Cuerpo Vital,4.7,61,Teófilo Madrejon 5953,Colastiné Norte,Santa Fe Province,AR,https://www.instagram.com/estudiocuerpovital/,+54 342 407-4834,Gym,https://www.google.com/maps/search/?api=1&query=Estudio%20Pilates%20%26%20Dance%20Cuerpo%20Vital&query_place_id=ChIJ-Tg4It6qtZURH82DD3KPIjw,Gym
City Club Venado Tuerto,4.4,300,Bv. 12 de Octubre 2999-3099,Venado Tuerto,Santa Fe Province,AR,http://clubciudadvt.com.ar/,,Club,https://www.google.com/maps/search/?api=1&query=City%20Club%20Venado%20Tuerto&query_place_id=ChIJvwDMB2ZjyJUR0wUXGLsvDdw,Club
Más Salud,5,17,Av. Estrugamou 1637,Venado Tuerto,Santa Fe Province,AR,,+54 3462 55-2140,Gym,https://www.google.com/maps/search/?api=1&query=M%C3%A1s%20Salud&query_place_id=ChIJqZs2KzJlyJURf9nTjkanajk,Gym
Carrefour Hipermercado Venado Tuerto,4.1,3038,"Bvard, Blvd. 12 de Octubre 1060",Venado Tuerto,Santa Fe Province,AR,https://www.carrefour.com.ar/,+54 800-444-8484,Hypermarket,https://www.google.com/maps/search/?api=1&query=Carrefour%20Hipermercado%20Venado%20Tuerto&query_place_id=ChIJBxbYMapkyJURoncQApo181U,Hypermarket
Gymfit Atenea,,,Maxwell,Venado Tuerto,Santa Fe Province,AR,,+54 3462 30-5205,Gym,https://www.google.com/maps/search/?api=1&query=Gymfit%20Atenea&query_place_id=ChIJg_Q2CJRlyJURFZptSRpituo,Gym
End Up Studio Training,,,Sáenz Peña 869,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=End%20Up%20Studio%20Training&query_place_id=ChIJy9F8FKRkyJURGD7ZppkmuTI,Gym
REAL SPORT CENTER,4.4,300,Av. Real 9474,Rosario,Santa Fe Province,AR,https://www.realsportcenter.com.ar/,+54 341 589-0233,Gym,https://www.google.com/maps/search/?api=1&query=REAL%20SPORT%20CENTER&query_place_id=ChIJywE33X5NtpUR9fwp4agICI4,Gym
FDS Fitness,4.9,44,Av. Jorge Newbery 9127,Rosario,Santa Fe Province,AR,http://www.facebook.com/fitnessdondesea/,+54 341 391-9993,Gym,https://www.google.com/maps/search/?api=1&query=FDS%20Fitness&query_place_id=ChIJU-N-l3qtt5UR2CkcrUylifM,Gym
SF Studio Funes,4.9,39,Buenos Aires 1213,Funes,Santa Fe Province,AR,https://m.facebook.com/SF-Studio-Funes-112154813664916/?tsid=0.5262994321117704&source=result,+54 9 341 683-3441,Pilates studio,https://www.google.com/maps/search/?api=1&query=SF%20Studio%20Funes&query_place_id=ChIJrZrlgxhNtpURu2OA4wv6UhU,Pilates studio
The Planet Club,4.2,20,"CTS, Av. Jorge Newbery 8922",Rosario,Santa Fe Province,AR,,+54 9 341 334-7525,Gym,https://www.google.com/maps/search/?api=1&query=The%20Planet%20Club&query_place_id=ChIJP5K5zcJTtpURXDhTSH1P4lw,Gym
Prisma Fitness Club,4.7,54,San José 1346,Funes,Santa Fe Province,AR,https://www.instagram.com/prisma.gym/,+54 341 648-4086,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Prisma%20Fitness%20Club&query_place_id=ChIJt-LU9KxNtpURyxAHKpuQ52k,Gymnastics center
E-Fit Fitness Studios,4.2,5,"H, Zinni 1014 bis",Rosario,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=E-Fit%20Fitness%20Studios&query_place_id=ChIJz8_EKFVTtpURgAAxy2h51pE,Gym
HORUS GYM,5,5,Tarragona Bis 1286 Planta alta,Rosario,Santa Fe Province,AR,,+54 341 743-4120,Gym,https://www.google.com/maps/search/?api=1&query=HORUS%20GYM&query_place_id=ChIJNSNICgBTtpURSJ3c7U1IYos,Gym
Gimnasio Flexx,4.3,38,Las Rosas 936,Funes,Santa Fe Province,AR,,+54 341 741-2338,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Flexx&query_place_id=ChIJr20zaIBNtpURhtF24leSXGE,Gym
TM Boxing | Funes,5,20,"Tierra Chica, RN 972 Local 31",Funes,Santa Fe Province,AR,http://linktr.ee/tmboxingros,+54 341 250-4817,Boxing gym,https://www.google.com/maps/search/?api=1&query=TM%20Boxing%20%7C%20Funes&query_place_id=ChIJV5PXJ_pNtpUR-Fa0UpgAu3M,Boxing gym
Federico Palermo Tenis,4.9,37,Pacto Federal 8682,Rosario,Santa Fe Province,AR,http://www.federicopalermo.com/,+54 9 341 307-4567,Tennis club,https://www.google.com/maps/search/?api=1&query=Federico%20Palermo%20Tenis&query_place_id=ChIJZWE66GxTtpURdNiX40hpZkU,Tennis club
Calma Pilates,4.8,17,"CMP, Catamarca 1866",Funes,Santa Fe Province,AR,,+54 341 500-1660,Pilates studio,https://www.google.com/maps/search/?api=1&query=Calma%20Pilates&query_place_id=ChIJ92G97KhNtpUR-WLB-LlIOEY,Pilates studio
Dinamica Fitness,4.2,28,Colombres Bis 1221,Rosario,Santa Fe Province,AR,,+54 341 590-1821,Gym,https://www.google.com/maps/search/?api=1&query=Dinamica%20Fitness&query_place_id=ChIJw0lD8clTtpURvTypYUsB9bY,Gym
Escuela de Enseñanzas Orientales Dojo Funes,5,43,Los Robles 582,Funes,Santa Fe Province,AR,https://escueladeestudiosorientales.jimdofree.com/s-i-c-a-m-mma/,+54 341 645-3724,Yoga studio,https://www.google.com/maps/search/?api=1&query=Escuela%20de%20Ense%C3%B1anzas%20Orientales%20Dojo%20Funes&query_place_id=ChIJNXCyKQpNtpURLy-9Bf7Aw9k,Yoga studio
Gimnasio GM&M Fisherton Boutique,4.9,24,Juan José Paso 7779,Rosario,Santa Fe Province,AR,http://melmerry.wixsite.com/gmmfishertonboutique,+54 341 343-9520,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20GM%26M%20Fisherton%20Boutique&query_place_id=ChIJRSqgj-ZStpURoNAXTg_R4yQ,Gym
Gimnasio Marea,4.5,267,"CAL, Arijon 2453",Rosario,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Marea&query_place_id=ChIJ_TvFF_qrt5URalVXZvtZf6g,Gym
Cala gym,5,14,Alvear 4519 C,Rosario,Santa Fe Province,AR,,+54 341 562-8511,Gym,https://www.google.com/maps/search/?api=1&query=Cala%20gym&query_place_id=ChIJ3UmQR1Grt5URAwymmG8Ctms,Gym
NEW CENTER,4.5,114,Av. Uriburu 2566 Sur,Rosario,Santa Fe Province,AR,,+54 341 676-4263,Gym,https://www.google.com/maps/search/?api=1&query=NEW%20CENTER&query_place_id=ChIJS8kXQIurt5URVzz_C-m73Mg,Gym
GYM Rino Team,4.8,23,5725,Rosario,Santa Fe Province,AR,https://instagram.com/rinoteam.oficial?igshid=N2ZiY2E3YmU=,+54 341 273-0593,Gym,https://www.google.com/maps/search/?api=1&query=GYM%20Rino%20Team&query_place_id=ChIJwQXJ7Kyrt5URrLXzdBtaAWk,Gym
Rubi Gym,4.8,9,Bv. Avellaneda 4556,Rosario,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Rubi%20Gym&query_place_id=ChIJ-5iC_GSst5URgswSoExBpP0,Gym
"Gimnasio ""Tango"".",4.6,225,"Sur, Av. Ovidio Lagos 4940",Rosario,Santa Fe Province,AR,,+54 341 665-2762,Fitness center,https://www.google.com/maps/search/?api=1&query=Gimnasio%20%22Tango%22.&query_place_id=ChIJNZumXoqrt5URWEx76ksGIMU,Fitness center
Power Brad Crossfit,4.8,96,Blvd. Oroño 4860,Rosario,Santa Fe Province,AR,,+54 9 341 500-4656,Gym,https://www.google.com/maps/search/?api=1&query=Power%20Brad%20Crossfit&query_place_id=ChIJx4d1MY2rt5URtUWwL0s0kfs,Gym
Destino Gym,5,3,"MYS, Av. Ovidio Lagos 5702",Rosario,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Destino%20Gym&query_place_id=ChIJIYtNCwist5UR4z_eWWgx2tw,Gym
Dragon Gym,,,Arijon 2843,Rosario,Santa Fe Province,AR,,+54 341 366-2500,Gymnastics center,https://www.google.com/maps/search/?api=1&query=Dragon%20Gym&query_place_id=ChIJ-4SzORett5URDMQ4OSdiUOQ,Gymnastics center
Escuela de Fútbol GARAGE GYM,4.3,38,Lamadrid 2328,Santa Fe Province,Santa Fe Province,AR,,+54 341 685-8900,Soccer club,https://www.google.com/maps/search/?api=1&query=Escuela%20de%20F%C3%BAtbol%20GARAGE%20GYM&query_place_id=ChIJ2cyQb_Grt5URDnChiUC_AqM,Soccer club
Melena Boxeo,4.5,2,Av. Dr. Amadeo Sabattini 3549,Rosario,Santa Fe Province,AR,https://web.facebook.com/groups/651066041747835/,+54 341 265-4923,Boxing gym,https://www.google.com/maps/search/?api=1&query=Melena%20Boxeo&query_place_id=ChIJOfxiueatt5UREAD7fnhG6ew,Boxing gym
Gladiator GYM,4,3,Iriondo 4180,Rosario,Santa Fe Province,AR,https://www.instagram.com/gladiatorgym.ok?igsh=Z3JjbXlsNXlpb3Z6,+54 341 278-5486,Gym,https://www.google.com/maps/search/?api=1&query=Gladiator%20GYM&query_place_id=ChIJCfrR6kStt5URaBJ51dTSMbo,Gym
EMBODY FITNESS ARGENTINA,4.6,118,RN9 N° 2140,Funes,Santa Fe Province,AR,,+54 341 605-3271,Gym,https://www.google.com/maps/search/?api=1&query=EMBODY%20FITNESS%20ARGENTINA&query_place_id=ChIJJyt37f1NtpURk5xxQ8jDH40,Gym
FULLNESS FITNESS CENTER,4.8,39,Vélez Sarsfield 1931,Funes,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=FULLNESS%20FITNESS%20CENTER&query_place_id=ChIJX8DC9r9NtpURYfRYKNElnmU,Gym
Play Fit Funes,4.9,31,Hipólito Yrigoyen 2272,Funes,Santa Fe Province,AR,https://www.instagram.com/playfit.funes/,+54 341 649-0085,Fitness center,https://www.google.com/maps/search/?api=1&query=Play%20Fit%20Funes&query_place_id=ChIJY4zl_6pNtpURdkW82rtmwsA,Fitness center
Gimnasio Giro,4.3,59,La República 6729,Rosario,Santa Fe Province,AR,https://ar.gimnasios.com/gimnasio-giro/,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Giro&query_place_id=ChIJORz3IBlTtpURY-R1DFLZjJ4,Gym
Gimnasio Norte,4.9,74,Morrow 4420,Rosario,Santa Fe Province,AR,https://www.instagram.com/gimnasio_norte/,+54 9 341 387-0952,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Norte&query_place_id=ChIJw0hDK-NTtpURMa5z68NlDbo,Gym
COLOGYM,4.8,60,"Candelaria 2189-2101, S2132BWK, S2132BWK, Candelaria 2189",Funes,Santa Fe Province,AR,,+54 341 337-7870,Gym,https://www.google.com/maps/search/?api=1&query=COLOGYM&query_place_id=ChIJU8ERBNlNtpUR8rVqT-Wk1kA,Gym
Gimnasio Training,4.6,78,"ASA, Tomás de la Torre 1725",Funes,Santa Fe Province,AR,,+54 341 338-8305,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Training&query_place_id=ChIJqR2dB61NtpURts-sIhti1j0,Gym
Magpowerelite,5,1,"CME, Catamarca 1317",Funes,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Magpowerelite&query_place_id=ChIJ4SF5AABNtpURL7QNQ9lVUng,Gym
Gimnasio Accion,4.4,28,Sánchez de Loria Bis 1554,Rosario,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Accion&query_place_id=ChIJ155J_vlStpURhb01IgMCutg,Gym
Pilates Espacio Renacer,4.9,12,Morrow 4042,Rosario,Santa Fe Province,AR,,+54 9 341 315-1384,Gym,https://www.google.com/maps/search/?api=1&query=Pilates%20Espacio%20Renacer&query_place_id=ChIJfWd-cgBTtpURv9qCGAN7D5A,Gym
Laresfit,3.5,2,Av. Génova 7731,Rosario,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Laresfit&query_place_id=ChIJwbyHPQBTtpURzH6MuriEbIk,Gym
Estación Club Zona Sur,4.5,85,Av. San Martín 4580,Rosario,Santa Fe Province,AR,https://estacionclub.com.ar/,+54 341 381-0677,Gym,https://www.google.com/maps/search/?api=1&query=Estaci%C3%B3n%20Club%20Zona%20Sur&query_place_id=ChIJU4o8-eert5UR51MwNUk0kdk,Gym
Armonia,4.8,52,"CBO, Arijon 2756c",Rosario,Santa Fe Province,AR,,+54 341 461-2245,Gym,https://www.google.com/maps/search/?api=1&query=Armonia&query_place_id=ChIJ1VKQAQist5URXfJ2TV0RV8o,Gym
HD BODYBUILD,4.6,94,Av. Ntra Sra del Rosario 835,Rosario,Santa Fe Province,AR,,+54 341 261-1565,Gym,https://www.google.com/maps/search/?api=1&query=HD%20BODYBUILD&query_place_id=ChIJ1VyPXNyrt5URg4NzOVHzB1Y,Gym
AIR GYM,5,11,Corrientes 5370,Rosario,Santa Fe Province,AR,https://www.instagram.com/air_gym_/,,Gym,https://www.google.com/maps/search/?api=1&query=AIR%20GYM&query_place_id=ChIJc-yz19yrt5URci_3qSFtFAM,Gym
Impulsate Entrenando,4.9,48,Regimiento 11 868 planta baja,Rosario,Santa Fe Province,AR,,+54 341 652-9541,Gym,https://www.google.com/maps/search/?api=1&query=Impulsate%20Entrenando&query_place_id=ChIJaZ_8rB2rt5URqXmQ-VEKdA4,Gym
Fitness del Sur,4.7,52,Buenos Aires 5095,Rosario,Santa Fe Province,AR,http://wa.me/5493415020551,+54 341 649-8008,Gym,https://www.google.com/maps/search/?api=1&query=Fitness%20del%20Sur&query_place_id=ChIJG15Abu2rt5URfQY9D7srNyM,Gym
Ragnarok centro de entrenamiento,4.8,58,Conscripto Bernardi 5938,Rosario,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Ragnarok%20centro%20de%20entrenamiento&query_place_id=ChIJ42gTYrert5URbjr0TRL6xYE,Gym
Fit-Max Gym Fitness Al Maximo,5,11,Tte. Agneta 1131,Rosario,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Fit-Max%20Gym%20Fitness%20Al%20Maximo&query_place_id=ChIJIXqdXcqst5UR8YPm3k9IDog,Gym
Elements Gym Rosario,4.8,40,Cafferata 1130,Rosario,Santa Fe Province,AR,https://www.instagram.com/elements.rosario?igsh=MWsxN3JqYWdiMnY4eA==,+54 341 215-1872,Gym,https://www.google.com/maps/search/?api=1&query=Elements%20Gym%20Rosario&query_place_id=ChIJ5WK8FfGrt5URJtqGT_3nkko,Gym
Gimnasio Taurus,5,2,Rivadavia 958,Venado Tuerto,Santa Fe Province,AR,https://www.instagram.com/gymtaurus.vt?igsh=MXRpbjRwb3hrbXVrYw==&utm_source=qr,+54 3462 63-2078,Gym,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Taurus&query_place_id=ChIJ05Il-YF7yJURujYZsFH1RME,Gym
Club Deportivo Atenas,4.2,215,Dante Alighieri 800-856,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Club%20Deportivo%20Atenas&query_place_id=ChIJ3QN4RUl7yJUR89rovFYmyl4,Gym
Kinesio Fitness,4.8,6,Rivadavia 667,Venado Tuerto,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Kinesio%20Fitness&query_place_id=ChIJNWoxtp97yJURBbHaqysrPHQ,Gym
SOFITNESS,3.5,2,Calderón 3855,Rosario,Santa Fe Province,AR,,+54 341 215-2020,Gym,https://www.google.com/maps/search/?api=1&query=SOFITNESS&query_place_id=ChIJE9yC_oVTtpURJYIUMdlb9xE,Gym
Centro gym fitnes,,,Hipólito Yrigoyen 1906,Funes,Santa Fe Province,AR,,,Gym,https://www.google.com/maps/search/?api=1&query=Centro%20gym%20fitnes&query_place_id=ChIJe1lZFABNtpURGS-vIU7zFuk,Gym
